Fichero actualizado a fecha: 2019-03-07 03:11:01
Título;Descripción;Tag;FechaCreacion;FechaUltimaActualizacion;Frecuencia de actualización;Sector;Organismo responsable;AmbitoGeografico;Licencia;Formatos disponibles para descarga;EnlaceMasInformacion;Identificador;ultimaActualizacion;Enlace al contenido;
"Mapa Topográfico de Castilla y León 1:5.000: Altimetria - puntos";"<p>Capa de altimetria del Mapa Topográfico de Castilla y León 1:5.000 con geometría de puntos.Mapa formado por agregación de los puntos de cotas altimétricas (ortométricas) tomados tanto en el terreno como sobre construcciones, infraestructuras o edificios (cota no terreno), recogidos en cada una de las hojas de mapa que componen la serie del Mapa Topográfico de Castilla y León 1:5.000.Se asigna cota no sólo al terreno sino también además a todas las vías de comunicación, incluidas calles, cruces, cambios de pendiente, etc. También se da cota en cumbres, collados y otros detalles planimétricos en los que sea relevante reflejar. Los puntos de cota sobre el terreno mantienen simepre coherencia con las curvas de nivel.</p>";"Elevaciones";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688346792;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-altimetria-puntos/1284688346792";
"Mapa Topográfico de Castilla y León 1:5.000: Altimetria - textos";"<p>Capa de toponimia de altimetría del Mapa Topográfico de Castilla y León 1:5.000.Mapa de entidades geométricas de tipo \""ArcGIS annotation\"".Formada por agregación de los textos de altimetría recogidos en cada una de las hojas de mapa que componen la serie Mapa Topográfico de Castilla y León 1:5.000</p>";"Elevaciones";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688347033;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-altimetria-textos/1284688347033";
"Mapa Topográfico de Castilla y León 1:5.000: Hidrografía - lineas";"<p>Capa de hidrografía del Mapa Topográfico de Castilla y León 1:5.000 con geometría de lineas.Mapa que aglutina todas las entidades geométricas de tipo lineal pertenecientes al tema de la hidrografía (según modelo de datos de elaboración de la cartografía), que aparecen recogidas en las hojas de mapa de la serie Mapa Topográfico de Castilla y León 1:5.000.Se recopila y cataloga todos los cursos fluviales naturales y artificiales pertenecientes tanto a la red hidrográfica como a la infraestructura hidráulica existente.Los cursos fluviales naturales y los artificiales de anchura inferior a los 3 metros serán registrados por medio de una linea. También los ejes y los margenes de los cursos fluviales de anchura superior a los 3 metros. Cuando los cauces no llevan agua en más de un 70% de su recorrido se representan por la clase curso fluvial intermitente, vaguada o barranco. Se incluyen además las líneas de máximo embalse y presas.</p>";"Hidrografía";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688354521;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-hidrografia-lineas/1284688354521";
"Mapa Topográfico de Castilla y León 1:5.000: Hidrografía - polígonos";"<p>Capa de hidrografía del Mapa Topográfico de Castilla y León 1:5.000 con geometría de polígonos.Mapa de entidades geográficas superficiales adscritas al tema de hidrografía (según modelo de datos de elaboración de la cartografía). Formada por agregación de todas las masas de agua de la red hidrográfica y la infraestructura hidráulica asociada que se recoge en las hojas de mapa de la serie Mapa Topográfico de Castilla y León 1:5.000.Recopila todos aquellos cursos fluviales, naturales y artificiales, de anchura superior a 3 metros. También las masas de agua retenidas de forma natural, caso de lagos, lagunas y charcas, y de forma artificial, caso del embalse. Además se incluyen los elementos constructivos que producen el embalsamiento, caso de la presa, y otros elementos virtuales, como por ejemplo el nivel máximo de embalsamiento.</p>";"Hidrografía";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688363140;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-hidrografia-poligonos/1284688363140";
"Mapa Topográfico de Castilla y León 1:5.000: Hidrografía - puntos";"<p>Capa de hidrografía del Mapa Topográfico de Castilla y León 1:5.000 con geometría de puntos.Mapa de elementos puntuales de interés hidrográfico formada por agregación de todas los pozos, manantiales o fuentes naturales, fuente pública, sondeo o captación, recogidos en cada una de las hojas de mapa que componen la serie Mapa Topográfico de Castilla y León 1:5.000. Se entiende por captación el dispositivo que permite la extracción y posterior aprovechamiento del recurso hídrico. Se representan como sondeos las perforaciones realizadas en ls superficie terrestre para el estudio o aprovechamiento del contenido del subsuelo, especialmente agua.</p>";"Hidrografía";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688363751;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-hidrografia-puntos/1284688363751";
"Mapa Topográfico de Castilla y León 1:5.000: Hidrografía - textos";"<p>Capa de hidrografía del Mapa Topográfico de Castilla y León 1:5.000 de toponimia.Mapa de entidades geométricas de tipo \""ArcGIS annotation\"".Formada por agregación de la toponimia relacionada con la Hidrografía e Infraestructura hidráulica recogida en cada una de las hojas de mapa que compone la serie Mapa Topográfico de Castilla y León 1:5.000.</p>";"Hidrografía";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688365203;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-hidrografia-textos/1284688365203";
"Mapa Topográfico de Castilla y León 1:5.000: Información auxiliar - lineas";"<p>Capa de información auxiliar del Mapa Topográfico de Castilla y León 1:5.000 con geometría de lineas.Mapa de entidades lineales que recopila, de las hojas de mapa de la serie Mapa Topográfico de Castilla y León 1:5.000, información complementaria al conjunto de temas del modelo de datos.Se incluyen aquí elementos auxiliares de la cartografía que, por sus características concretas, sirven para dar continuidad a los distintos objetos geográficos mediante el empleo de lineas virtuales de cierre.</p>";"Sistema de cuadrículas geográficas;Redes de transporte";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688366183;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-informacion-auxiliar-lineas/1284688366183";
"Mapa Topográfico de Castilla y León 1:5.000: Puntos de referencia - puntos";"<p>Capa de puntos de referencia del Mapa Topográfico de Castilla y León 1:5.000 con geometría de puntos.Mapa de entidades geográficas de tipo puntual formada por agregación de todos los puntos de referencia que se recogen en las hojas de mapa de la serie Mapa Topográfico de Castilla y León 1:5.000.Se recopilan aquellos puntos, contemplados en el modelo de datos, de los que se tiene constancia y precisa referenciación geográfica en X,Y,Z, con el objetivo de que puedan servir de soporte o marco de referencia de multitud de trabajos en el establecimiento de determinados parámetros de fiabilidad. Son, por norma general, elementos estables y estáticos en el espacio y en el tiempo, y suelen caracterizarse por ser visibles y fácilmente identificables desde la distancia.</p>";"Sistemas de coordenadas de referencia";"20100625";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688367447;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/topografico-5000-puntos-referencia-puntos/1284688367447";
"Mapa Urbanístico de Castilla y León: Ámbito Municipal de Planeamiento";"<p>Mapa de ámbito municipal urbanístico de Castilla y León.Delimitación y representación cartográfica del ámbito municipal afectado por la normativa de planeamiento vigente para cada uno de los municipios de Castilla y León.</p>";"Uso del suelo";"20100203";"20160727";"Mensual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688462956;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/urbanistico-cyl-ambito-municipal-planeamiento/1284688462956";
"Mapa Urbanístico de Castilla y León: Categorías de Suelo";"<p>Mapa de categorías de suelo urbanístico de Castilla y León.Identificación y representación cartográfica de las categorías de suelo urbanístico que aparecen delimitadas en la normativa vigente de planeamiento urbanístico municipal de Castilla y León:- Suelo urbano consolidado- Suelo urbano no consolidado- Suelo urbanizable- Suelo rústico común- Suelo rústico con protección: natural cultural agropecuaria especial infraestructuras etc.</p>";"Uso del suelo";"20100203";"20160727";"Mensual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688465008;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/urbanistico-cyl-categorias-suelo/1284688465008";
"Mapa Urbanístico de Castilla y León: Clases de Suelo";"<p>Mapa de clasificación de suelo urbanístico de Castilla y León.Delimitación y representación cartográfica de las clases de suelo urbano, urbanizable y rústico de los municipios de Castilla y León.</p>";"Uso del suelo";"20100203";"20160727";"Mensual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688465890;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/urbanistico-cyl-clases-suelo/1284688465890";
"Mapa Urbanístico de Castilla y León: Sectores de Desarrollo";"<p>Mapa de sectores de desarrollo del planeamiento urbanístico de Castilla y León.Identificación y representación cartográfica de cada uno de sectores definidos en el planeamiento urbanístico municipal en suelo urbano no consolidado y en suelo urbanizable</p>";"Uso del suelo";"20100203";"20160727";"Mensual";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688467026;20180906;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/urbanistico-cyl-sectores-desarrollo/1284688467026";
"Mapa de Vías Pecuarias: Provincia de Valladolid";"<p>Mapa de los márgenes de las vías pecuarias a su paso por la provincia de Valladolid.Esta cartografía, que tiene un recubrimiento parcial e incompleto de la red pecuaria provincial de Valladolid, se irá actualizando y ampliando.Las vías pecuarias son las rutas o itinerarios por donde discurre o ha venido discurriendo tradicionalmente el tránsito ganadero.Asimismo, tienen a todos los efectos la consideración de vías pecuarias, los descansaderos, abrevaderos, majadas y cualquier otro tipo de terreno o instalación anexa a aquellas, que sirva al ganado trashumante y a los pastores que lo conducen.Aunque fue el trasiego de ganados lo que dio origen a las vías pecuarias, hoy en día la trashumancia y la trasterminancia son actividades residuales, icono de tiempos no tan lejanos en el tiempo, y sin embargo tan diferentes.</p>";"Lugares protegidos";"20020308";"20111123";"Según necesidad";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688128733;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/vias-pecuarias-provincia-vallasolis/1284688128733";
"Mapa de Zonas de Alto Riesgo de Incendios Forestales de Castilla y León";"<p>Cartografía de localización y delimitación de las zonas de alto riesgo de incendios forestales de Castilla y León a escala 1:25.000.Son consideradas zonas de alto riesgo de incendio o de protección preferente, tal y como recoge el articulo 48 de la Ley 43/2003, de 21 de noviembre, de Montes, en su punto 1, aquellas áreas en las que la frecuencia o virulencia de los incendios forestales y la importancia de los valores amenazados hagan necesarias medidas especiales de protección contra los incendios.Las zonas de alto riesgo de incendios forestales en la Comunidad de Castilla y León quedan declaradas por ORDEN MAM/1062/2005, de 5 de agosto y por ORDEN MAM/1111/2007, de 19 de junio.</p>";"Zonas sujetas a ordenación, a restricciones o reglamentaciones y unidades de notificación";"20070726";"20110105";"Según necesidad";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284687309640;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/zonas-alto-riesgo-incendios-forestales-cyl/1284687309640";
"Mapa de Zonas Básicas de Salud de Castilla y León";"<p>Capa de Zonas Básicas de Salud de Castilla y León.Representación cartográfica de las Zonas Básicas de Salud en que se organiza el sistema sanitario de Atención Primaria de Castilla y León, cuya regulación viene establecida de acuerdo con el Decreto 32/1988 y posteriores modificaciones.Mapa elaborado a partir de la integración de los ambitos municipales de acuerdo con la organización y distribución existente de los recursos sanitarios sobre el territorio de la Comunidad.</p>";"Salud y seguridad humanas";"20070131";;"No programado";"medio-ambiente";"Junta de Castilla y León";"Castilla y León";"IGCYL-NC";"SHP";"http://www.idecyl.jcyl.es/geonetwork";1284688135689;20180905;"https://datosabiertos.jcyl.es/web/jcyl/set/es/medio-ambiente/zonas-basicas-salud-cyl/1284688135689";
